CustomerID,First_Purchase,Recency,Frequency,Monetary,Min,Max,Mean
14385,24,10,3,202.11,8.5,20.8,14.44
14386,297,297,1,142.4,10.2,31.8,20.34
14387,110,33,3,1727.6,0.85,83.2,12.43
14388,373,11,8,3172.04,2.88,62.4,17.27
14389,191,66,2,999.72,5.04,72.0,23.19
14390,373,11,9,4582.22,0.39,146.25,16.35
14393,219,219,1,67.95,8.3,17.25,13.59
14395,373,3,9,3444.11,0.39,44.55,10.0
14396,372,66,2,487.99,0.65,29.5,6.68
14397,214,3,19,2556.68,6.96,103.68,30.03
14400,150,150,1,559.7,10.08,99.84,22.99
14401,360,5,13,4039.98,4.56,97.8,22.26
14403,248,131,4,1426.31,8.25,244.8,73.79
14404,370,34,6,1409.72,0.14,76.5,14.49
14406,120,120,1,156.75,11.9,30.6,19.59
14407,277,108,6,2111.08,4.56,207.5,29.56
14408,265,11,7,2599.03,0.95,133.2,24.52
14409,369,72,6,1908.25,2.52,356.4,38.14
14410,306,93,9,573.45,0.78,51.0,5.82
14411,311,311,1,1063.0,45.0,102.0,75.93
14412,73,43,2,761.33,4.0,81.6,17.91
14413,363,363,1,121.05,0.95,10.2,5.5
14414,359,92,7,1485.13,1.9,56.88,15.43
14415,361,2,13,5766.85,0.42,51.0,10.11
14416,43,23,2,490.22,10.08,214.8,35.02
14418,109,4,3,1937.25,0.84,89.64,15.62
14419,365,11,6,1051.79,0.42,30.0,5.21
14420,100,100,1,385.87,6.8,23.4,13.36
14421,212,58,2,813.11,5.04,99.0,30.12
14422,268,1,6,4263.64,2.88,83.4,19.21
14423,219,219,1,265.2,20.4,163.2,88.4
14424,18,18,1,322.08,322.08,322.08,322.08
14426,313,24,10,3918.9,2.34,252.0,20.01
14427,64,51,2,363.34,5.04,45.0,21.37
14428,326,8,5,1209.37,1.25,76.32,8.93
14431,303,303,1,423.26,17.0,76.5,27.67
14432,90,10,6,2248.5,0.19,99.0,5.96
14434,73,22,6,1372.8,69.6,199.2,114.4
14436,99,99,1,89.06,4.56,20.4,9.9
14438,307,307,1,131.9,7.5,19.5,14.66
14440,366,9,5,2357.68,10.2,153.0,42.87
14441,256,1,4,1545.14,5.8,107.1,33.59
14443,369,54,4,1400.88,5.04,35.95,15.27
14446,247,1,4,1010.35,0.21,23.85,3.65
14447,281,19,5,1163.23,5.04,34.8,16.62
14448,365,10,2,375.35,1.45,237.6,18.77
14449,373,19,4,885.8,0.19,30.0,3.54
14450,321,181,3,483.25,0.38,29.7,12.08
14451,195,61,2,643.9,0.29,19.8,6.13
14452,94,11,2,259.05,0.75,16.95,4.32
14453,191,191,1,119.93,0.42,15.0,5.45
14456,143,6,9,3002.51,0.08,30.0,3.19
14457,311,311,1,113.64,5.04,45.0,28.41
14459,156,156,1,1837.92,13.2,132.0,49.67
14460,311,111,3,383.34,13.92,41.76,27.15
14461,262,149,3,2103.06,0.39,67.6,11.68
14462,340,67,11,1942.45,0.24,39.6,8.5
14463,206,99,3,529.62,15.0,178.5,88.27
14465,303,247,3,1038.44,0.42,163.5,8.44
14466,373,30,7,2272.4,5.8,127.5,31.56
14467,313,18,4,596.26,0.85,22.5,6.7
14470,288,12,2,461.19,1.25,50.0,10.73
14472,356,104,8,1852.67,0.42,49.9,6.99
14473,283,75,2,234.34,10.2,85.0,33.48
14474,47,47,1,537.71,6.72,34.0,18.88
14475,305,72,3,799.82,6.96,119.4,22.04
14476,258,258,1,193.0,3.3,30.0,11.35
14477,298,20,4,1307.81,41.6,179.0,130.96
14479,366,254,2,316.25,10.2,25.0,17.57
14480,12,12,1,279.05,12.5,49.92,21.47
14481,288,165,2,636.51,6.72,47.2,21.22
14482,240,19,6,2022.81,0.21,179.0,14.77
14483,282,282,1,129.2,7.5,30.0,15.23
14484,51,51,1,321.92,8.2,31.6,22.99
14485,39,39,1,162.8,0.55,9.95,3.54
14487,369,27,6,1152.73,0.39,51.0,8.32
14488,68,68,1,1047.43,9.36,158.4,23.14
14489,208,208,1,463.38,8.5,29.88,15.45
14491,373,176,2,340.93,10.08,47.7,20.05
14493,156,8,5,2362.84,2.34,59.4,19.86
14494,26,26,1,139.56,9.96,30.0,19.94
14495,122,51,2,123.8,19.8,20.8,20.63
14496,374,312,2,538.81,9.95,122.04,28.36
14497,310,310,1,457.47,6.96,30.0,16.39
14498,362,43,5,1957.32,0.42,170.0,10.14
14499,279,27,3,808.44,0.42,25.2,4.25
14500,190,89,3,356.85,12.75,102.0,50.98
14501,320,184,2,190.31,10.08,35.4,25.12
14502,314,20,11,2310.18,0.19,89.55,4.0
14503,179,4,6,3543.26,3.48,136.0,21.61
14504,279,48,4,673.26,0.42,27.0,6.29
14505,363,18,8,5772.49,0.42,75.6,7.46
14506,370,18,5,1960.65,0.29,45.0,6.65
14507,277,24,6,1352.88,0.85,237.6,14.4
14508,90,23,2,268.05,0.42,21.45,4.87
14511,134,12,5,1267.41,4.68,49.92,19.34
14512,233,188,2,275.28,1.7,29.85,11.97
14513,289,101,3,438.49,0.65,138.24,37.97
14514,332,62,3,990.2,1.05,60.0,14.35
14515,219,18,6,2076.89,0.79,71.4,21.19
14517,142,34,2,330.45,12.5,31.8,18.36
14518,65,65,1,174.37,0.95,29.75,10.9
14520,291,2,2,270.6,10.2,165.0,67.65
14522,199,25,4,974.54,1.25,143.04,57.33
14523,109,109,1,241.09,7.8,46.8,20.09
14524,361,32,9,1843.83,0.57,102.0,9.36
14525,362,20,9,4105.07,0.42,244.8,14.95
14527,370,3,55,7709.69,0.39,87.6,8.76
14528,38,38,1,364.22,4.35,45.0,20.23
14529,111,61,3,578.61,0.19,15.3,2.72
14530,297,26,6,2862.11,0.84,107.1,13.44
14532,353,237,4,932.85,0.42,47.7,14.58
14533,353,25,7,1812.62,4.56,127.2,31.45
14534,319,3,18,4025.6,0.39,169.92,8.66
14535,249,61,3,2831.74,0.39,55.65,8.7
14536,260,260,1,170.95,0.85,51.0,9.5
14537,58,58,1,355.56,12.72,49.8,35.56
14538,257,65,2,388.25,10.2,53.1,20.43
14539,45,16,2,537.48,3.36,40.56,16.8
14540,310,10,3,952.66,0.39,35.4,13.42
14541,320,59,8,1453.35,0.21,90.0,13.84
14542,186,186,1,103.25,11.9,35.7,20.65
14543,365,29,16,2916.17,0.76,272.0,50.7
14544,362,25,2,2004.3,1.65,103.68,18.06
14546,249,6,5,2482.86,0.55,35.4,6.48
14547,55,4,8,3953.95,0.65,87.2,11.2
14548,318,151,2,652.8,81.6,244.8,163.2
14549,312,312,1,289.24,0.85,17.0,5.16
14550,45,11,2,757.37,1.45,90.0,16.11
14551,205,19,2,186.23,12.5,30.0,18.62
14552,152,152,1,164.22,0.55,9.9,2.88
14553,340,20,5,859.27,0.42,165.0,7.6
14554,53,11,4,2279.49,0.39,72.0,11.23
14555,303,58,2,312.54,3.75,60.84,16.45
14560,358,8,22,2174.18,9.96,136.0,30.24
14561,185,76,3,1080.76,4.56,39.6,15.66
14562,305,4,18,4676.62,0.39,99.6,11.95
14565,362,96,4,3073.77,5.04,67.5,24.4
14567,131,57,2,1524.46,15.0,153.0,46.37
14569,2,2,1,227.39,1.65,122.4,18.95
14570,281,281,2,218.06,0.85,77.35,7.52
14572,325,4,7,2775.39,1.1,102.0,10.7
14573,373,180,9,1590.12,0.39,44.85,7.22
14576,373,373,1,35.4,35.4,35.4,35.4
14577,363,13,4,859.71,0.95,22.5,6.99
14578,4,4,1,168.63,1.25,28.08,7.03
14581,17,17,1,138.6,0.42,27.84,8.15
14582,41,41,1,114.11,1.56,35.4,19.02
14583,206,6,5,986.96,0.19,25.5,3.27
14584,199,170,4,1020.06,1.33,63.8,10.54
14585,51,51,1,157.05,0.85,29.5,5.42
14586,277,277,1,134.16,6.72,20.4,12.49
14587,332,19,9,1577.39,0.29,38.25,4.26
14589,372,372,1,39.75,7.95,15.9,13.25
14591,214,16,4,1320.21,0.39,58.5,7.5
14592,65,36,3,557.94,0.39,14.95,3.53
14593,199,22,3,617.15,0.12,75.0,4.09
14594,374,8,2,363.33,0.85,17.0,6.99
14595,314,20,6,1740.6,1.25,59.0,17.06
14597,192,12,2,866.24,0.21,84.1,18.43
14598,45,45,1,221.97,0.65,14.85,4.44
14600,306,306,1,393.33,9.95,24.75,15.73
14601,11,11,1,213.96,6.96,90.0,30.57
14603,275,275,1,660.0,150.0,510.0,330.0
14606,374,2,93,11633.35,0.12,139.3,4.51
14607,262,16,14,10981.1,9.9,1293.6,200.12
14608,363,5,4,1785.15,3.75,204.0,89.26
14609,297,73,4,601.56,115.2,191.16,150.39
14616,318,243,3,406.08,10.08,237.6,135.36
14618,338,10,3,538.59,15.0,75.0,34.59
14619,246,246,1,379.51,9.96,30.6,19.72
14620,284,206,2,393.28,2.28,30.0,15.88
14621,359,2,5,1765.76,8.2,59.4,19.44
14622,185,185,1,320.58,1.45,23.6,15.27
14623,236,33,5,866.8,0.3,60.0,6.67
14624,60,58,2,225.85,10.5,23.4,17.37
14625,362,197,2,848.48,7.8,35.4,16.97
14626,234,24,4,2757.07,6.96,175.2,22.88
14628,243,92,2,671.96,10.08,70.8,28.0
14629,48,5,2,935.46,0.39,33.3,6.37
14631,299,51,3,1006.98,4.56,111.0,24.56
14632,263,263,1,114.56,6.8,19.8,14.32
14633,267,267,1,344.9,10.2,27.0,17.24
14636,269,37,2,609.85,12.6,42.96,21.78
14638,51,51,1,443.6,9.96,57.8,27.72
14639,362,53,6,2952.34,6.96,60.0,17.35
14640,228,25,6,2024.45,5.04,53.55,20.07
14641,22,22,1,110.46,7.8,39.6,15.78
14642,59,59,1,96.12,19.8,76.32,48.06
14643,359,171,2,668.61,4.56,75.6,22.38
14644,299,68,2,780.46,6.64,175.2,31.95
14645,276,157,2,597.09,2.28,102.0,19.9
14647,202,202,1,236.04,1.49,99.0,8.43
14649,213,5,4,1402.59,0.21,81.6,7.54
14651,212,68,2,653.75,0.48,27.04,6.47
14652,78,78,1,114.18,0.39,22.5,3.94
14653,339,2,7,1926.65,0.39,97.3,8.23
14655,223,9,4,1930.15,9.96,179.0,39.43
14656,284,170,2,291.05,0.78,14.75,3.64
14657,327,18,4,838.27,0.55,30.0,6.73
14658,118,6,2,247.15,0.39,39.95,8.52
14659,316,9,9,2456.53,0.42,29.75,10.0
14660,101,87,2,285.74,0.39,81.36,9.52
14661,27,27,1,107.95,0.85,66.9,26.99
14662,317,29,4,741.37,0.29,45.0,4.72
14664,34,20,2,636.24,0.39,30.0,6.49
14665,311,61,5,1258.38,1.65,81.6,20.4
14666,25,25,1,195.25,2.4,30.0,13.95
14667,369,11,25,9165.04,0.39,170.0,16.18
14669,333,242,3,1259.24,0.85,33.9,7.59
14670,281,281,2,392.86,0.21,18.75,3.19
14672,337,235,2,765.55,1.45,44.55,12.55
14673,368,4,5,1736.4,5.04,122.4,23.46
14675,17,17,1,596.36,0.21,60.84,6.15
14676,284,32,6,2543.24,15.12,178.2,60.67
14680,372,26,16,26932.34,0.85,622.5,111.45
14681,212,72,3,498.95,9.95,340.0,71.28
14682,202,188,2,52.0,20.8,31.2,26.0
14684,363,26,5,1201.51,0.32,61.2,3.08
14687,107,107,1,628.38,9.9,120.0,41.89
14688,374,8,21,5055.61,0.19,153.0,17.22
14689,209,209,1,112.8,3.3,30.0,8.68
14690,152,45,2,341.96,1.25,27.04,7.4
14691,213,31,5,2114.33,7.8,122.04,29.78
14692,323,138,4,582.05,1.65,20.4,8.7
14693,265,265,1,172.9,2.9,127.5,21.61
14696,374,5,7,2070.97,1.9,51.0,15.99
14697,219,219,2,188.61,0.95,39.84,8.57
14698,52,2,5,1217.27,0.78,29.85,6.09
14699,215,215,1,109.13,6.6,20.28,13.64
14700,239,33,3,2195.1,0.85,63.6,19.6
14701,317,11,9,2462.94,0.29,323.55,7.73
14702,366,2,17,3210.29,0.83,59.8,9.51
14703,15,15,1,318.17,8.5,19.8,14.46
14704,181,12,9,1493.96,0.19,29.9,3.8
14705,199,199,1,179.0,179.0,179.0,179.0
14708,369,3,3,1096.67,5.04,162.72,40.23
14709,359,16,13,4911.14,6.96,62.4,25.11
14710,60,15,4,599.48,0.42,23.4,4.41
14711,263,11,11,2809.02,0.39,195.0,8.23
14712,113,30,3,917.07,1.95,102.0,36.68
14713,366,10,11,2660.1,0.84,102.0,7.88
14714,25,25,1,160.19,1.65,80.64,16.02
14715,332,25,4,867.38,1.45,67.5,12.22
14716,149,44,2,307.51,0.19,50.4,6.03
14719,250,2,5,1571.89,0.65,30.0,6.73
14720,127,6,3,663.81,7.8,60.0,17.94
14722,148,148,1,180.42,1.25,30.0,6.44
14723,372,11,6,1122.36,0.21,35.4,4.33
14725,25,25,1,655.58,0.95,78.0,13.95
14727,275,275,1,268.58,14.85,50.85,26.86
14729,374,374,1,313.49,0.65,19.8,4.42
14730,277,2,8,1897.57,0.19,35.4,4.11
14731,213,48,3,380.02,0.95,24.9,8.44
14732,340,9,8,2686.34,4.56,120.0,18.38
14733,368,17,12,9451.54,7.5,204.0,47.46
14735,359,4,32,5807.69,8.2,107.1,31.27
14737,354,4,3,1164.55,16.5,170.0,68.5
14738,317,43,7,1289.94,4.56,88.8,24.34
14739,368,5,7,3899.1,8.4,180.0,65.04
14740,284,198,3,1423.21,6.72,67.8,16.27
14741,373,12,6,1400.34,9.96,93.6,23.73
14744,367,17,7,1088.53,0.55,145.0,42.31
14745,286,113,5,1167.16,6.72,70.8,17.68
14747,250,250,1,294.3,9.9,33.9,18.23
14748,369,30,5,1311.79,4.0,34.8,15.91
14752,44,44,1,389.64,30.0,208.8,77.93
14753,88,88,1,563.15,14.85,35.4,18.77
14754,296,45,2,638.05,8.4,35.7,15.56
14755,335,10,11,4965.38,9.9,59.4,21.32
14756,16,16,1,738.96,5.04,35.4,19.45
14757,76,76,1,420.5,6.8,40.56,22.13
14758,260,145,4,1484.06,10.2,59.7,20.9
14759,233,5,3,1625.97,7.9,35.4,15.94
14760,298,298,1,53.8,10.2,23.8,17.84
14761,335,59,2,255.9,9.9,51.0,23.26
14762,264,264,1,300.52,5.04,33.0,14.31
14764,47,47,1,250.55,19.8,88.8,46.38
14765,177,30,3,254.11,0.84,31.6,6.52
14766,367,9,6,2423.07,2.88,54.08,18.32
14768,128,18,2,139.5,15.0,59.4,38.52
14769,358,3,8,10383.83,0.57,165.0,9.81
14770,324,233,2,876.42,5.04,35.4,16.85
14772,113,113,1,139.26,10.4,24.96,15.47
14775,373,59,3,1011.9,6.84,50.4,16.86
14776,313,52,11,2195.58,10.08,100.8,21.69
14778,309,128,2,730.86,8.2,59.4,20.88
14779,324,281,3,386.15,0.85,39.95,9.42
14780,80,55,2,447.68,8.5,29.85,16.58
14782,320,320,1,200.1,15.0,90.0,33.35
14784,324,27,2,289.99,4.56,40.56,19.33
14785,16,11,2,77.4,9.48,37.92,25.8
14788,27,8,2,679.44,5.04,74.25,22.65
14789,29,29,1,197.64,17.4,59.4,32.94
14790,254,17,4,745.06,4.68,85.0,16.2
14793,22,22,1,214.14,8.2,22.5,16.36
14794,335,3,7,1272.11,2.28,59.8,16.5
14795,167,167,1,131.45,4.25,31.8,21.91
14796,367,2,17,7792.51,0.12,100.8,7.05
14798,311,53,3,173.74,6.64,29.7,14.48
14799,52,52,1,157.7,0.39,24.75,12.13
14800,370,48,12,4228.39,0.38,102.0,11.31
14801,62,62,1,189.34,0.42,8.5,3.32
14803,293,163,3,845.55,0.84,175.2,19.22
14804,9,9,1,353.27,10.2,63.75,29.44
14805,314,16,4,546.4,2.1,70.8,11.88
14806,76,76,1,193.39,8.95,25.2,17.58
14808,173,40,8,2152.8,0.38,125.0,11.77
14810,370,41,11,2085.33,0.39,35.4,8.21
14813,370,370,2,152.88,0.85,25.5,5.27
14815,68,37,2,778.5,6.64,30.0,14.69
14816,198,198,1,271.85,9.95,125.0,67.96
14817,278,201,2,1110.34,7.56,50.0,17.62
14818,254,74,3,657.8,1.65,75.0,13.7
14819,193,65,2,272.07,10.2,51.0,20.93
14820,174,22,4,507.29,7.44,35.4,17.49
14821,367,367,1,48.8,23.6,25.2,24.4
14823,195,181,3,321.43,0.55,12.75,4.59
14824,92,11,4,1127.71,9.96,166.4,38.89
14825,369,4,12,2221.01,0.95,85.0,18.51
14828,337,197,3,2139.76,10.08,432.0,125.87
14829,373,30,4,644.65,5.04,34.8,16.61
14830,54,54,1,188.88,0.38,22.88,4.84
14834,241,18,6,1698.35,9.9,128.88,25.68
14836,31,11,3,102.45,3.0,23.4,17.08
14837,202,90,4,1641.2,4.56,33.0,15.27
14840,268,268,1,62.85,15.0,17.85,15.71
14841,359,54,6,3295.76,4.56,60.48,23.88
14842,309,44,4,2456.8,6.96,295.0,19.48
14844,242,64,4,3189.81,6.72,358.0,24.54
14847,149,149,1,309.4,15.0,53.1,23.8
14849,374,22,25,7904.28,5.04,175.2,20.44
14850,312,312,1,278.15,1.25,31.2,15.51
14851,257,24,2,511.35,9.36,63.0,18.26
14852,253,59,6,2836.69,7.8,40.8,19.84
14853,212,25,2,463.05,15.0,175.2,52.87
14854,275,79,7,2730.09,4.56,102.0,21.75
14855,135,120,2,645.65,6.8,82.5,32.28
14856,57,37,3,1290.53,4.68,89.7,19.85
14857,149,60,2,1165.65,8.2,35.4,19.55
14859,205,13,4,1352.04,9.36,59.8,23.34
14860,20,20,1,168.62,4.56,40.56,15.48
14861,53,53,1,125.79,9.12,39.6,20.96
14862,149,26,2,841.2,4.0,34.8,17.52
14863,30,30,1,266.76,15.0,64.68,24.25
14865,373,8,2,52.2,9.12,18.0,13.05
14866,367,11,12,14197.45,0.14,816.0,145.35
14867,337,186,3,701.33,10.0,40.56,19.73
14868,234,4,8,2939.64,7.44,59.4,20.51
14869,104,9,2,717.7,1.25,25.2,10.31
14870,262,262,1,327.25,10.2,81.0,25.17
14871,361,4,4,501.28,1.25,23.7,5.39
14873,211,211,1,519.68,10.2,39.8,18.56
14875,263,108,2,1448.72,9.96,237.6,31.18
14878,359,13,9,1476.09,0.42,102.0,12.1
14880,289,78,3,690.59,5.04,25.5,15.01
14881,20,20,1,255.4,4.56,30.0,15.02
14882,34,27,2,589.7,22.5,90.0,53.61
14883,212,19,6,756.64,4.56,40.56,14.37
14885,132,132,1,765.32,13.92,102.0,51.02
14886,253,253,1,364.8,11.9,39.8,20.27
14887,80,80,1,1862.0,72.0,358.0,310.33
14888,208,208,1,369.2,8.5,40.5,18.46
14889,337,337,1,135.9,10.2,17.7,13.59
14890,254,254,1,125.65,10.2,25.5,17.95
14891,188,149,2,554.38,9.9,30.6,16.8
14893,12,10,2,1237.85,5.04,35.7,16.96
14894,86,86,1,655.75,6.64,79.2,28.51
14895,291,8,20,11020.26,5.04,158.4,22.37
14896,366,205,2,468.77,1.65,39.0,10.9
14897,297,8,4,1366.38,11.4,83.2,24.84
14898,372,24,6,1194.11,0.39,100.8,11.65
14901,373,12,9,1414.99,0.65,75.0,14.81
14902,26,26,1,314.11,6.96,30.0,16.63
14903,279,22,5,2729.18,0.42,45.0,7.99
14904,26,3,2,1025.44,2.88,112.32,14.86
14905,234,158,2,599.9,10.2,81.6,36.24
14907,368,4,7,3478.85,9.96,95.7,21.22
14908,75,75,1,277.8,9.9,79.6,30.87
14910,55,3,4,389.86,5.1,24.96,14.48
14913,360,36,4,1227.43,2.52,72.0,14.11
14915,278,92,2,258.83,10.2,83.4,25.62
14916,325,71,4,1264.84,4.56,50.4,16.48
14918,155,116,2,1610.15,6.6,81.6,35.78
14920,213,213,2,977.77,8.5,30.0,17.15
14921,202,31,2,1316.07,2.88,49.5,16.87
14923,51,51,1,749.1,4.68,46.8,17.03
14924,246,246,1,310.05,8.75,125.0,31.01
14929,33,33,1,223.88,10.2,51.0,20.35
14944,297,30,12,5842.95,7.8,118.8,34.71
14946,15,15,1,100.9,33.2,34.5,33.63
14947,131,73,2,290.82,10.2,49.92,20.77
14948,220,24,6,1066.57,6.64,59.7,17.49
14950,20,20,1,361.25,6.96,49.8,19.54
14951,80,80,1,311.69,1.92,38.25,15.58
14952,365,60,11,7912.79,6.6,350.4,58.69
14953,26,26,1,285.67,0.39,19.9,5.29
14954,13,13,1,294.85,0.39,25.5,3.83
14957,254,254,1,58.49,0.55,15.3,4.87
14958,246,148,3,483.73,2.5,31.9,11.8
14959,297,65,4,684.97,1.25,54.08,11.79
14960,172,9,2,221.27,0.39,67.5,8.2
14961,361,11,9,7006.58,7.8,145.0,22.58
14962,271,271,1,126.7,9.95,70.2,25.34
14963,184,10,5,1472.34,0.12,72.0,7.67
14964,248,248,1,206.21,0.95,101.76,15.86
14965,97,97,2,596.09,0.55,75.0,7.36
14966,15,15,1,183.02,1.1,16.4,5.08
14967,50,50,1,463.8,15.0,204.0,77.3
14968,31,31,1,147.59,0.29,14.85,3.99
14970,317,69,4,1592.06,0.83,70.8,46.83
14971,44,36,3,1097.98,0.21,28.9,7.08
14972,129,129,1,114.77,1.26,19.9,6.38
14973,226,108,3,1314.45,5.04,295.0,41.08
14974,38,38,1,89.94,2.08,12.5,5.29
14975,58,58,1,279.94,0.95,53.55,25.45
14976,327,58,7,765.86,0.42,51.0,10.98
14978,331,73,5,1921.37,1.45,47.7,8.98
14981,247,247,1,102.12,6.96,16.5,12.76
14984,181,20,2,202.37,0.39,25.0,5.19
14985,359,199,2,292.01,0.42,19.0,3.52
14987,366,16,2,326.4,81.6,81.6,81.6
14988,212,212,1,334.54,0.85,45.0,8.36
14995,281,39,2,231.98,0.29,10.65,3.87
14997,179,47,3,540.98,4.56,46.8,21.01
14998,242,171,2,414.87,0.42,43.8,5.61
15000,48,48,1,490.52,0.85,30.6,6.37
15002,368,116,4,1641.76,0.85,61.2,14.28
15004,148,148,1,1220.77,0.39,112.5,7.93
15005,367,16,28,6160.54,0.39,30.24,5.66
15006,52,52,1,480.38,0.12,37.5,3.64
15007,160,160,1,156.91,3.3,29.7,13.08
15009,26,13,3,1259.43,0.65,45.0,7.0
15010,36,36,1,308.94,9.96,30.0,15.45
15012,374,54,2,405.04,0.39,12.75,3.32
15014,177,44,2,257.67,0.85,82.5,7.81
15016,173,173,1,170.04,0.55,17.0,8.5
15017,34,34,1,125.58,1.9,12.48,6.28
15018,368,39,3,456.26,2.5,51.0,16.01
15019,267,267,1,252.81,0.42,17.85,3.83
15021,367,9,9,1829.23,0.19,41.5,4.22
15022,48,12,4,852.39,0.42,39.95,7.04
15023,370,4,11,6680.81,0.42,250.0,12.15
15024,368,10,10,1636.43,0.42,46.8,10.77
15025,34,34,1,361.96,0.83,30.0,5.4
15026,278,81,3,469.0,1.25,76.5,7.69
15027,239,31,4,1051.95,8.5,150.0,30.46
15028,369,9,4,627.13,0.39,59.0,13.07
15030,269,72,2,518.28,20.4,101.76,74.04
15031,283,5,4,653.19,0.39,72.0,5.94
15032,367,257,3,4464.1,1.65,330.0,95.37
15033,330,5,10,2541.53,0.39,52.02,5.1
15034,354,16,8,4243.21,0.36,177.6,10.96
15035,90,90,1,252.73,0.83,35.4,9.36
15036,180,73,3,429.56,0.19,23.4,3.61
15038,370,59,6,645.84,0.65,49.5,5.49
15039,369,10,47,19638.59,0.42,249.0,13.38
15041,171,171,1,179.93,0.42,16.5,2.73
15042,200,200,1,135.93,6.76,76.5,27.19
15043,32,32,1,537.0,179.0,179.0,179.0
15044,363,20,17,7563.88,0.84,71.4,17.2
15045,258,152,2,633.66,3.48,175.2,61.3
15046,339,10,15,4940.66,0.65,232.0,25.33
15047,270,270,1,343.62,10.2,23.4,15.62
15048,369,66,4,377.52,0.39,30.0,4.05
15049,274,274,1,121.17,1.7,81.12,40.39
15050,72,26,3,1682.77,0.39,120.0,22.86
15051,151,24,3,1383.36,0.84,85.8,9.74
15052,320,320,1,207.73,0.85,79.9,7.42
15053,282,5,3,693.95,0.42,50.0,10.06
15054,41,13,2,302.1,0.19,15.9,2.65
15057,316,276,2,1489.5,13.2,269.1,59.58
15058,313,26,11,2102.54,0.42,46.2,7.9
15059,335,41,9,1325.82,0.39,35.8,5.64
15060,10,9,4,294.25,0.19,14.85,2.56
15061,373,4,48,54228.74,0.32,2978.4,135.32
15062,360,72,4,987.86,9.12,39.0,17.33
15063,214,214,1,370.8,19.9,255.2,74.16
15065,292,38,4,3135.98,5.04,250.0,20.38
15066,54,54,1,760.59,5.04,66.4,21.28
15067,283,79,3,1744.76,9.36,102.0,21.28
15068,257,47,2,553.36,0.72,17.9,5.32
15069,180,180,1,1109.53,8.5,29.7,15.85
15070,373,373,1,106.2,106.2,106.2,106.2
15071,276,94,2,982.07,6.8,142.8,37.77
15073,187,10,3,612.43,10.2,64.68,19.32
15074,106,106,1,735.67,12.6,34.68,17.94
15075,78,78,1,773.03,9.36,102.0,28.63
15076,173,173,1,880.85,6.96,50.4,17.98
15078,369,8,32,9623.35,9.36,62.4,22.14
15079,366,213,4,893.66,5.04,81.6,19.06
15081,368,23,5,487.35,8.5,35.4,15.3
15083,257,257,1,88.2,12.75,34.8,17.64
15087,282,282,1,306.94,11.7,60.48,20.46
15088,68,22,2,1140.27,5.04,85.0,20.35
15089,129,11,6,2420.84,5.04,68.0,16.7
15090,309,309,1,381.32,6.72,31.8,16.58
15091,68,68,1,476.96,5.04,34.0,16.02
15092,284,216,2,457.81,9.9,38.25,17.61
15093,373,19,6,4410.14,5.04,202.8,42.57
15095,204,104,4,1364.7,12.5,60.0,29.16
15096,43,43,1,219.39,6.64,46.8,19.94
15097,5,5,1,248.08,0.79,23.8,9.92
15098,183,183,3,649.5,297.0,38970.0,13305.5
15099,85,85,1,410.48,6.63,79.68,17.85
15100,374,334,3,635.1,175.2,350.4,292.0
15101,360,9,2,310.03,12.6,104.4,39.69
15103,87,32,2,703.36,6.64,85.0,20.1
15104,283,197,2,968.64,2.28,33.9,14.83
15105,135,19,7,2298.93,6.64,162.72,22.76
15106,270,18,5,1407.73,5.04,39.6,14.23
15107,373,312,6,247.66,7.8,51.0,19.97
15109,246,246,1,463.75,6.6,25.5,17.32
15110,319,24,4,973.2,10.2,119.85,28.46
15111,373,30,3,1567.48,2.88,39.6,18.66
15113,55,10,3,3339.51,0.39,244.8,36.18
15114,302,31,10,2760.56,4.56,51.0,14.01
15115,19,19,1,340.11,5.04,34.0,16.2
15116,205,18,4,1352.75,7.9,157.92,30.06
15117,216,15,5,1550.13,1.65,192.0,19.64
15118,135,135,1,244.8,244.8,244.8,244.8
15119,246,246,1,266.4,12.6,39.95,19.03
15120,134,134,1,343.82,10.2,39.95,17.09
15121,289,51,2,457.72,6.64,25.5,16.35
15122,298,115,3,1612.13,5.04,58.5,19.92
15123,207,8,2,2199.31,5.04,81.12,20.75
15124,192,23,2,184.19,7.8,20.4,12.28
15125,271,26,15,11117.05,8.5,439.2,90.78
15127,66,66,1,406.53,15.0,60.0,25.41
15128,220,61,4,1419.54,4.8,49.8,14.42
15129,292,51,11,3447.4,9.9,408.0,41.04
15130,170,170,1,330.11,6.96,35.4,15.0
15132,263,19,5,977.93,7.8,102.0,18.81
15133,302,128,3,982.42,4.56,90.0,33.88
15134,241,15,8,1387.99,7.08,53.1,19.01
15135,240,240,1,127.15,11.7,19.5,15.45
15136,97,3,4,1282.45,10.2,52.2,18.92
15139,337,240,2,178.96,2.34,23.4,13.77
15140,265,53,7,2350.0,7.9,83.4,29.43
15142,47,47,1,498.74,7.9,53.1,19.18
15143,226,226,1,259.45,10.5,23.4,18.53
15144,313,9,17,6530.04,6.96,102.0,30.32
15145,249,5,4,1194.73,6.96,68.0,17.83
15146,292,165,2,1313.66,5.04,81.6,14.58
15147,241,241,1,608.65,10.2,87.6,22.27
15148,11,11,1,301.29,2.88,23.4,15.06
15149,134,134,1,520.8,12.75,67.5,22.64
15150,270,18,10,5280.83,4.68,40.8,15.52
15152,188,10,13,4684.24,3.36,44.85,17.51
